wallet_address,XP,Farm Level,Farm Level Gold,XP Gold,Total Gold
0x382Cff484cB88b8fB1cFF28a70FF420f87E0F456,1166,0,"0,0","2,4","2,4"
0x3831B7AC153B9FA52fD02d1d8Aa4BC7b9162144b,107,0,"0,0","0,2","0,2"
0x383D25D53AEC74253d9dD84DE157675f30dbDC38,480,0,"0,0","1,0","1,0"
0x384471c63A35AE7fcc210630F435843D489c0bB3,20,0,"0,0","0,0","0,0"
0x384b51A774e5e2a7149C1C45828BCc2811FDca1D,750,0,"0,0","1,5","1,5"
0x384C7A57CBC6A41BD49890898B2f9b3F469B075E,32,0,"0,0","0,1","0,1"
0x386Bd26a9690E195599F330eD776fD60b6Fc57F4,1540,0,"0,0","3,1","3,1"
0x386D50Ae3447D6A770A882deCF7fC008fAA4E961,8116,5,"7,0","16,4","23,4"
0x38857C53834E940B1a05E6D2348d70450d51C073,3,0,"0,0","0,0","0,0"
0x388F73bCe307d1Badb543627B522C8909A7a8A30,4,0,"0,0","0,0","0,0"
0x389470f7bd7fA7DcdE686223b21fa8Eeb8A0c47A,2309,5,"7,0","4,7","11,7"
0x3895c7aADb1E094491ECbc0D5E786aE3F905f206,560,0,"0,0","1,1","1,1"
0x389Ec74fB3aC6dc9c3241Cf4Db41E0b9Be44194E,550,0,"0,0","1,1","1,1"
0x38E9D278750cf7BeC270A6a3d9805FC0b54DED50,1249283,15,"29,5","2526,5","2556,0"
0x38f2Bc667B46467E7C6d10348695f9BA804bCF02,2,0,"0,0","0,0","0,0"
0x38fA7677851e2Eb5D65d0fF1650798fE6caA9F4A,112,0,"0,0","0,2","0,2"
0x390d688099004C0519355941cc8c99193347120b,59,0,"0,0","0,1","0,1"
0x391122DD5164cB1cbb06a2c1540178Baf7Aad655,73,0,"0,0","0,1","0,1"
0x3922e9FA1CA107d979Bc791BdD2462B1fdeED386,758,0,"0,0","1,5","1,5"
0x392745949db5C0f0751aBdB8fb05dAc0770b9B59,202,0,"0,0","0,4","0,4"
0x392D4722c6142471B33da3C1BcaF6DcBc5D1039d,336,1,"0,0","0,7","0,7"
0x39556a9B196F712c7d3E3d04514163246d744b02,30,0,"0,0","0,1","0,1"
0x397eDee5CE94367e3566Bfa9dC57369c8a01Cf18,68362,11,"8,2","138,3","146,4"
0x39869F20B65675C49D2884faB2e15aC2d1C30728,1239,0,"0,0","2,5","2,5"
0x398B31d0e0ED16E13a857c3A8fAF50FcB483993F,26,0,"0,0","0,1","0,1"
0x3993403089c52De929aD961D332948C004f173Ff,74,0,"0,0","0,1","0,1"
0x399B0b1a8cB387AC43853Ed1e823Dc1dBe334E8f,482,0,"0,0","1,0","1,0"
0x39a25B5281B1433f6BF1e1DaD3f6F1c21FDc480D,175,0,"0,0","0,4","0,4"
0x39af4B13e94550D8b2d3967812E03F2c33D8A16B,30,0,"0,0","0,1","0,1"
0x39B3471766adA1d12e296641867510eD88385e1f,104539,10,"8,2","211,4","219,6"
0x39BB1eaA9F77F524a638c7De9DaC0da7A4559591,30,0,"0,0","0,1","0,1"
0x39c937dC6ec447CAF3C148e848Fddc55A62AB54B,106,0,"0,0","0,2","0,2"
0x39c9Fa2Ff77e1b8EeB2E5C1443c6475fEfA1D8dD,112,0,"0,0","0,2","0,2"
0x39EfF421C748f4Fe61A05830517bfC1310EC3Fbc,450,0,"0,0","0,9","0,9"
0x39FBE769De5C86daBa06D3EcF889f2812b8038a8,1073,1,"0,0","2,2","2,2"
0x3A03A4973C1DE80C0dE581fd708bF369eE462ba7,990,0,"0,0","2,0","2,0"
0x3a05A361511861A23C08607Db381f9F13cba5133,192,0,"0,0","0,4","0,4"
0x3A13646cf7Fac5a566d76B048deD85BAB2F1E075,221,1,"0,0","0,4","0,4"
0x3a1741d2E86F7C41bAB97722773B42A2Bbd6e1fa,9720,1,"0,0","19,7","19,7"
0x3a28020124a206fBBD26B95213B9775F65dfC793,235866,15,"29,5","477,0","506,5"
0x3a2baaD2fecF5080C875288A55a3130256e6B265,650,0,"0,0","1,3","1,3"
0x3A525b73902f66FeE969c460C459EfFFD9135AAa,35768,10,"8,2","72,3","80,5"
0x3A790287640985501cF89B0344f9405c0Ad347F0,30,0,"0,0","0,1","0,1"
0x3a81cCE57848C2B84D575805B75DBC7DC1F99Ab1,10880,10,"8,2","22,0","30,2"
0x3a92e9760BC6Caf8e67aaB162ff045D2Cb927f1E,1,0,"0,0","0,0","0,0"
0x3a95e5407E32A1CC7f6923F3297aF09D2279bBDC,157,0,"0,0","0,3","0,3"
0x3a9905818dc4Aa79804ce2638DE8f5e91C06B9Dc,2,0,"0,0","0,0","0,0"
0x3aAfeF5b6283af44818c156E982EfAd1e27bc591,8,0,"0,0","0,0","0,0"
0x3ab532Ae7341c8c800A69Dd63557393e88bcb3CC,48,0,"0,0","0,1","0,1"
0x3ab9F580da07A20f949f3dB433c4cd839724e471,3428,1,"0,0","6,9","6,9"
0x3aC3DEe068Cc55a3eb7B1544aC34cc601B2Ab77E,1656,0,"0,0","3,3","3,3"
0x3aD353E2845B96fB1B58C1Ca6CdA46B870dE8D6f,379025,15,"29,5","766,5","796,0"
0x3Ae1cf03ab15c3bB367b1391A4a86C3Cf0d36586,7,0,"0,0","0,0","0,0"
0x3B09240aa1aDA76c672D63b78fb40aba21B93A90,2468,0,"0,0","5,0","5,0"
0x3B14eF6013Be62772978843F207b131AD7E9ffe5,270,0,"0,0","0,5","0,5"
0x3b273eEA2D043a76E2E77e9ceD867D39d94720de,250,1,"0,0","0,5","0,5"
0x3B27944505847cb14f3F2983638d082c8D9526d0,13894,1,"0,0","28,1","28,1"
0x3B2a281d705D7E305aC699468663f97F8c11f99F,3,0,"0,0","0,0","0,0"
0x3b3c16F839548daDA0FD0AD7b24d4e0Ef4045c45,1629,0,"0,0","3,3","3,3"
0x3B5087712D9f88d15A564E12AE56dd3b5a89aC6d,499,0,"0,0","1,0","1,0"
0x3B6322E83E20398C3F7126c4Cfea2aCD1c429eAd,22,0,"0,0","0,0","0,0"
0x3b6b2A0cc5be24F04E9239e3340E2019C2B5Af88,1195575,15,"29,5","2417,9","2447,4"
0x3B73c9bae2540D480E73d75f9DedF95A45D0F73D,54,0,"0,0","0,1","0,1"
0x3b745736B5612F20c5c1659423c02296227e854B,252,0,"0,0","0,5","0,5"
0x3B80E0D24688F1c8eE56c1bea876c96c1441C1EC,3546,1,"0,0","7,2","7,2"
0x3B9073546d699eFb2db7174A1Be510258f788780,903,1,"0,0","1,8","1,8"
0x3b96f28e3B45a19FA3e89232D0680E54872D3d58,184,0,"0,0","0,4","0,4"
0x3b9e878DBe54cb745bAbfBCD5042db543d4b7d20,53291,10,"8,2","107,8","115,9"
0x3BC689eB928b0C6Da09216D28bd83328dE64139C,3853,1,"0,0","7,8","7,8"
0x3bCC0A020f09dD10eC7A5A0b1a00095bD6e85146,6,0,"0,0","0,0","0,0"
0x3bd4C5baD7231FDdDa4B545ccf2E2a3a55012b42,6982,0,"0,0","14,1","14,1"
0x3Bd77B00f02C8BcfF586C565E2c5e6B6c5878EC3,329,0,"0,0","0,7","0,7"
0x3bD96c7Dba428E33BaFD16F59Fe4A3C6Bf7c336E,3920,1,"0,0","7,9","7,9"
0x3Be59ECdE661DBc2075d2322B788c41605e64fF3,238,0,"0,0","0,5","0,5"
0x3bF34092410B9Cb27c9D5Ab85eaeEbE8B9d78B49,4345,0,"0,0","8,8","8,8"
0x3C0051b3706B70690453D1C4A1150335Bc7EEf67,8760,2,"0,0","17,7","17,7"
0x3C05E68b43D248042368dDDaea42D0F796D3D183,361,0,"0,0","0,7","0,7"
0x3c301D62A2D4dC76f53B5b493C8b9a7cbf456Dac,1448,0,"0,0","2,9","2,9"
0x3C348d84e5a6E8Aa8F7505eC7718E9974a211BAe,90,0,"0,0","0,2","0,2"
0x3c3Bdf55Fa2b325668AE333d20C97bc04082B477,55580,10,"8,2","112,4","120,6"
0x3c40Ad51f839CA8913d5897806478d340cca8b28,4,0,"0,0","0,0","0,0"
0x3c43997d558834C23579B26405CDCa3E94fdcCc5,499,1,"0,0","1,0","1,0"
0x3C44cCAFd24e23C6dE57aB925a343Ec486491e9A,62,0,"0,0","0,1","0,1"
0x3C4E4388077a014ff3506154bb9a9917D1d784D1,467,0,"0,0","0,9","0,9"
0x3C60b50BE67f081628C1f1634eC689D2E142F6c0,28,0,"0,0","0,1","0,1"
0x3C663AC6617098979f2db79F63589c5114e30597,51,0,"0,0","0,1","0,1"
0x3C68132d91991d0380658262351AF474c351EF09,65,0,"0,0","0,1","0,1"
0x3C7c25f1288f2d8Ffffa19309C25b70079C21501,59,0,"0,0","0,1","0,1"
0x3c95A3C2b84411B7D3D008d499c2f6D4b02C9bA8,45,0,"0,0","0,1","0,1"
0x3c9bAb743a31193C24DF7E12dD817C0A428a5775,529,0,"0,0","1,1","1,1"
0x3ca5C9f95BF855cC8ffCA5Fd5e5d7dC779F1Bcac,637,0,"0,0","1,3","1,3"
0x3cAeAc7FF83B19f4D14C02CDa879c4740B4F0378,38,0,"0,0","0,1","0,1"
0x3cb213bE1a7604d019e99542136A673Ea18E5c6a,46,0,"0,0","0,1","0,1"
0x3CB8f6015dA3905eb79150AfAb0881017e679C18,44,0,"0,0","0,1","0,1"
0x3Ce22A097E3dDBaAB3909B64d70ac0AcD96f9e7f,141,0,"0,0","0,3","0,3"
0x3cEac5E1884f9c30d3d8E2f22Cef9d16D0f74a72,214,1,"0,0","0,4","0,4"
0x3CF3Fd7587902a47974db66Df866AfB28eAaB250,222,0,"0,0","0,4","0,4"
0x3cfaE2FbBE6f8dfeC0FD7a4aA36C96595cBB1C80,1260,0,"0,0","2,5","2,5"
0x3d06FD4163e427446E55D61B9F0B63DaB74050AB,1840,0,"0,0","3,7","3,7"
0x3D07423f6D209F7F33F20E4eCd758FdC524f145B,36935,8,"7,0","74,7","81,7"
0x3d11e2d2a0e44061236b4F54980AC763E0Abd6f7,20045,4,"0,0","40,5","40,5"
0x3D150171043528fB88920bc90c911Ba2400CB2e2,1512,0,"0,0","3,1","3,1"
0x3D1793A96a1974384F8f14F6c8D33C1690d786CB,36,0,"0,0","0,1","0,1"
0x3d1d06c7488d15A357e68013b2c5d93ECD29F0bd,796,0,"0,0","1,6","1,6"
0x3D44e69F104E5c65C1A57F722053Ee59E4092bBF,2,0,"0,0","0,0","0,0"
0x3D565392b08EE10B9aecE002B14F2306435Fb58b,29583,1,"0,0","59,8","59,8"
0x3D7263Bfc9f49fe48D65A7BB1AFae28bB689EbE8,31,0,"0,0","0,1","0,1"
0x3D72ec86f9603E2955f97EA009BCDA2Cb5c11f1c,3497,0,"0,0","7,1","7,1"
0x3D7ddb051eFb0846Abab9adA0168d5eCcAd7239D,1921,0,"0,0","3,9","3,9"
0x3d9041b64ff4Eb2870c2be4B3e6344b2377DBf85,300971,10,"8,2","608,7","616,8"
0x3D93bfabCe5E125270f51F219A247658365A09c6,808,0,"0,0","1,6","1,6"
0x3d98193Da4bF0EEd693Bc803Ba364e182C3610d7,5065,1,"0,0","10,2","10,2"
0x3daAcdc61950a30Dc47A098bCf78B4bE3eD994a8,7197,1,"0,0","14,6","14,6"
0x3dAeAE002A96180022348669a8F61C6D2045ab21,44,0,"0,0","0,1","0,1"
0x3dDce3D3EE76030D4EA9c20B7d224811225FBb4b,554,0,"0,0","1,1","1,1"
0x3De14faADFA97DBe17eA679D835a0d95aAE34922,195,0,"0,0","0,4","0,4"
0x3df6c1D54ad103233B3c74a12042f67239d69f70,1306,0,"0,0","2,6","2,6"
0x3e1484C4940AF4EC2bef4Ea9AA47bF750434057B,2813,4,"0,0","5,7","5,7"
0x3e1F9951809428522cB19BE02C880A943F56a19f,1254,1,"0,0","2,5","2,5"
0x3E2c2ebBBa3F539c38Fd5023591789451c5b7a77,59,0,"0,0","0,1","0,1"
0x3e3482744E75577a43fFBF24C10884469f18bE0b,44,0,"0,0","0,1","0,1"
0x3E415cBd89D9C5F0e7476E0F3E7dfe984d0f9Fef,1256,0,"0,0","2,5","2,5"
0x3e483F5516564E8078b7108A8FBa84762f6Eb547,2208,0,"0,0","4,5","4,5"
0x3E4D8D38a5b21d10cBb0122731FFa2fE545E9905,225,0,"0,0","0,5","0,5"
0x3E52BF546b2b65B8d8605c932184FAa2e3951361,1496,1,"0,0","3,0","3,0"
0x3e57278DA4d14589eA4d5CCF99665A1389B25EF9,27,0,"0,0","0,1","0,1"
0x3e57efEf507b4db7aCFa2eE79CeCA6B19e18D106,192442,10,"8,2","389,2","397,3"
0x3E61DFfa0bC323Eaa16F4C982F96FEB89ab89E8a,319,0,"0,0","0,6","0,6"
0x3E6EF1b4A7A590e4092c38a7d361877E6f72A161,44,0,"0,0","0,1","0,1"
0x3e70Dd86811E86Fc7E28c5cf5D96DE4B4aad4cE2,105513,5,"7,0","213,4","220,4"
0x3E832DDa8Cc879463f8937dB8f5Aa5399eDeB429,1364,0,"0,0","2,8","2,8"
0x3E91ea006F8B2394A6Db8aB0225309ad6e7Ed9CB,13116,1,"0,0","26,5","26,5"
0x3E9Dd7801a609Eb1DC2DD5faA8af8E23598E15Ba,5,0,"0,0","0,0","0,0"
0x3EbDb522301913A5203315c8A840A9Ee99cE9eEE,43541,10,"8,2","88,1","96,2"
0x3edc863789a36f508340ea3f2Aa40674139cF5B6,511,0,"0,0","1,0","1,0"
0x3EDEB829dDC8763B3C1e77223E71b7370FD1B8C2,11232,1,"0,0","22,7","22,7"
0x3eE1a04e8F2bF43A1eB9D48DF2B1681CB848c7f9,17685,0,"0,0","35,8","35,8"
0x3eEfD987F062d4141682ceDb65B2caF577E3ad32,560,0,"0,0","1,1","1,1"
0x3EFC80b5e8913101cED7c34fda9E5BD93727b7bf,3112,1,"0,0","6,3","6,3"
0x3F017156AAC200e0A20B45eA097ba68A752F8DDB,1055,1,"0,0","2,1","2,1"
0x3f0dfF6014836FA3e7308c1ED7b46b9B101977Ea,271593,10,"8,2","549,3","557,4"
0x3f16D6415695dF9c27B59ECc5878A34557068698,4873,10,"8,2","9,9","18,0"
0x3f20E1A7ad730BC94270329e990C9B71E03399DB,14,0,"0,0","0,0","0,0"
0x3F38F4649b100598959528971Bfa15654E36ffE7,1081,1,"0,0","2,2","2,2"
0x3f3a619923105d898E38bbCBE73256d1B0ecd9f1,16,0,"0,0","0,0","0,0"
0x3F4D4C42227C236d215BddD498a20EAC10d629C0,196,0,"0,0","0,4","0,4"
0x3F514F26Bce0929619236FcA44DaB5bde5cE86CB,139,0,"0,0","0,3","0,3"
0x3F729713689d6618D98dd6C3d18b506c3580b8e1,23717,4,"0,0","48,0","48,0"
0x3F87F66041876A74FE0B81B86529627217fa1D45,122,0,"0,0","0,2","0,2"
0x3Fa6EE560981f549a4d4E4c642D597d2a0DA707E,6043,1,"0,0","12,2","12,2"
0x3fAa9A1c244fca0C9079aB92a7fa9bafA9200216,198,0,"0,0","0,4","0,4"
0x3fB27Ef309b1549519289C8be3751c9346352B24,874,0,"0,0","1,8","1,8"
0x3Fd45198B36ee0a1e45F4E246Cb8299D70ACC69c,1719,0,"0,0","3,5","3,5"
0x3Fe2fA7953D7d904A4B20ECb1884A686b8830D96,1,0,"0,0","0,0","0,0"
0x3FfbFd5d177b5D306A2bEfCB0d3F9613d6F32eD2,714,0,"0,0","1,4","1,4"
0x400AF9298591C5b1ff4fd80b7a58902e210fB9e4,25636,4,"0,0","51,8","51,8"
0x4017e8dF4369bf7c09D62F3d994230167aeB6ee0,994,0,"0,0","2,0","2,0"
0x402BE5b871a434f0e5062214F178aF9a5063Cbce,12,0,"0,0","0,0","0,0"
0x4039649B23ba058530d234810a64f13c6E0544d6,565,0,"0,0","1,1","1,1"
0x404d42C64479eF23C935B94c4815c9Bb8822bb98,600,0,"0,0","1,2","1,2"
0x405ce2D22FaFf3A0420568c84cC660548070CE52,6,0,"0,0","0,0","0,0"
0x40661c8a3c48f7f8ECAC1F962A6ce8a1b7dC614c,968,0,"0,0","2,0","2,0"
0x406AE08DF4B6a87Ff91ac0BFE03dF46FDC54464e,640,0,"0,0","1,3","1,3"
0x406D1BD2F3Dd72C9bABedBA44337F17A43E6b815,1,0,"0,0","0,0","0,0"
0x40714715bD35bFd52a8ac0917745103Da5595704,36,0,"0,0","0,1","0,1"
0x40764B0c87F39E1c2f5a5588A00596d7e64d1820,376,0,"0,0","0,8","0,8"
0x40767EB2a43aa109B3559DC4EC327a9C6Fd99D63,36,0,"0,0","0,1","0,1"
0x40832c9951397A4A241213605001BC83C4D09fA5,416466,10,"8,2","842,2","850,4"
0x40856A03763c6b3aF31fCfa112F5e671814f9a12,2,0,"0,0","0,0","0,0"
0x4085C5BB415d476d6400F7387E76074c92F22309,30,0,"0,0","0,1","0,1"
0x40923030BAA0a136EDbE579faeE832469A77baDd,25,0,"0,0","0,1","0,1"
0x4097Ba01cdF9ea91aa8b317dA6E6EB99Fc2043E9,22435,10,"8,2","45,4","53,5"
0x40a50720Da8121b9ef9E4892f58101dF293467e8,5376,5,"7,0","10,9","17,9"
0x40b7d155A719CDceEfff8E0a6115aca678917239,561,0,"0,0","1,1","1,1"
0x40CBD23A880fC32c607291BeC687697CaABD8803,1298,0,"0,0","2,6","2,6"
0x40DDb034115089F5674016cd0e5E7e26494E488D,680,0,"0,0","1,4","1,4"
0x40dF5eE2722B43628E7e4f4B59909627f0C018F8,43,0,"0,0","0,1","0,1"
0x40FB301DC3E6e706051a7F917Bf1Df8bBbe65Cd1,171284,10,"8,2","346,4","354,6"
0x40Fd518FEBFD83833470E4c6d878F958487A25FE,44,0,"0,0","0,1","0,1"
0x4106BBC753dd9a42F12123Bcee01B86B85F51C8e,1732064,15,"29,5","3502,8","3532,3"
0x410b750A37dfe002Ea35f321Ad4F0E36839aa2bC,20,0,"0,0","0,0","0,0"
0x411e5c2D8E5D554feF51f3a8c46D619bF16E39e4,186,0,"0,0","0,4","0,4"
0x41225847e1e44Dda729E7C76be84d9a5a385E3D0,437,0,"0,0","0,9","0,9"
0x4125d44Cb9E0f06A1b9B7a43d66eF86B33579713,2556,0,"0,0","5,2","5,2"
0x41332e61BEDDDC9c23f463eF5da4ca9125F6aF3F,5899,1,"0,0","11,9","11,9"
0x41495Bd21e46A6FC08e6D19562064198E874B97F,2676,1,"0,0","5,4","5,4"
0x415C1910Fe51171b43Cb58F6202d062933dbbfBB,188,0,"0,0","0,4","0,4"
0x41603e18fF75bb1BDEA50c698c9C76c8e81ed8D6,490,0,"0,0","1,0","1,0"
0x41617E0D994f3FDF3B1E1eca531B317f4Fc9374d,18,0,"0,0","0,0","0,0"
0x4166250Fc69ad79e13BE561ED797aB16A2B84254,54,0,"0,0","0,1","0,1"
0x416FCc85C31Dd1d44AeFDEF7d214D06D21cA95A5,12673,1,"0,0","25,6","25,6"
0x4178CCF4aD82A117347eb0aFe3A37243eB04F588,13435,1,"0,0","27,2","27,2"
0x417A7a60741b85bDD2C12e9a605A6B2abEC3Cac0,1135,1,"0,0","2,3","2,3"
0x41B248c54E90988B5edC4733840BeD69Ef2D4A39,440,0,"0,0","0,9","0,9"
0x41bf572ad11733cE1e0aA146535B2b4509A14081,910,0,"0,0","1,8","1,8"
0x41c1387609f8d0bce07331Ee9bE17dD4d0D38CA5,5,0,"0,0","0,0","0,0"
0x41C33A535F7E5CBf33eDa27eb478FB610b57eAF6,2411,1,"0,0","4,9","4,9"
0x41D50AA8AffF89C32fde75AF4d6C5E9D2Bd80391,436,0,"0,0","0,9","0,9"
0x41D6f82de64AbBFe963A1483E6Ae6e0b82F6e4e0,59,0,"0,0","0,1","0,1"
0x41f74fD75402d943124dB1a4D8D18fEcf4536235,515,0,"0,0","1,0","1,0"
0x41f9A6C192ebFFcF514b8266048e2B68c72e26A5,3929,1,"0,0","7,9","7,9"
0x4205f396036Dde78a9F8c152C5ece6b41883081E,13,0,"0,0","0,0","0,0"
0x420d24ff51e770AC79Df27F961e89e29cD0647E1,19,0,"0,0","0,0","0,0"
0x42160E6434Ef4f4BEB799B4F5edE6209c8aCef16,8607,1,"0,0","17,4","17,4"
0x42183eD10bbF1e993907d602C0d752630C16d925,705,0,"0,0","1,4","1,4"
0x4222C1E579Ca9D780887B96e5c2D0afC64249aCf,85,0,"0,0","0,2","0,2"
0x422F84D420b5Cf77b412666c4891c6EaAFde5962,998,0,"0,0","2,0","2,0"
0x422F8Bac372dFBe3ce4261b988CFe88e46BAf07E,47,0,"0,0","0,1","0,1"
0x423352AD37C795EDcBd3e367160106aDC199161A,5262,1,"0,0","10,6","10,6"
0x42351635D3E18bebbEd4d119DA64607D765aE877,164960,10,"8,2","333,6","341,8"
0x423837c8780994A2415594E538aE391FF0D81a97,112,0,"0,0","0,2","0,2"
0x4251f7E5c59E7E5142b180E71D3De36fFe3CB221,476,0,"0,0","1,0","1,0"
0x4261594106d865d88125B072663C12A6F0454E85,300018,10,"8,2","606,7","614,9"
0x427478E0603CB3F3D87E88Bb7B227bfDadD1E237,64,0,"0,0","0,1","0,1"
0x428133ce941f58F3dcbFCb2F9eE1c211d282D7BD,616,0,"0,0","1,2","1,2"
0x428BA87Cc89d457eA0754B7FA8bf39cFb53eD63a,752,1,"0,0","1,5","1,5"
0x4290663241858D877265b13a6A80941F1CBbaf67,57,0,"0,0","0,1","0,1"
0x42a63047a1cD8449e3E70aDEB7363C4Ca01DB528,1527,1,"0,0","3,1","3,1"
0x42B0A3c7F94A9ee4AC3E2242Ec8031f45DF7F589,219,0,"0,0","0,4","0,4"
0x42BF256dD1Abb69590aFc4e352A5c518C0e48215,560,0,"0,0","1,1","1,1"
0x42C1F5fEB9f14BFD20d60c4D449E3a354C7D25Af,894,1,"0,0","1,8","1,8"
0x42C90FF9345e5276C9207a6EAD6d57728c20f033,128,0,"0,0","0,3","0,3"
0x42d86972709b41f1F6744705F236E6327C641c77,58,0,"0,0","0,1","0,1"
0x42dFA24126138c3acC5dC0b29C6eF6DD161Ee225,1,0,"0,0","0,0","0,0"
0x42EBBA25BA063d78839913005e628DBc03ae4212,711,1,"0,0","1,4","1,4"
0x42ec00F81c2B1947C2dB6711204cdcE95e944241,214,0,"0,0","0,4","0,4"
0x42F440cCEcbaF47346b7E1F97347b331820559b7,978,0,"0,0","2,0","2,0"
0x431Fb2b505af18093BE76d484c83404322B1935c,537,0,"0,0","1,1","1,1"
0x43277c66063895f75293A707a14533492cC67b76,20,0,"0,0","0,0","0,0"
0x4341d88e8B4Af27b35f0d1a39c002562739A12d8,20,0,"0,0","0,0","0,0"
0x4341F1BDd076760013FfC1AeFF9fCf1c2C815fAB,138374,15,"29,5","279,8","309,3"
0x4345243bf39FC858ad8Ad92694c2e0A8852C2F31,11448,1,"0,0","23,2","23,2"
0x436902d3E7b45a1d90791049D369283B49A032AA,6333,1,"0,0","12,8","12,8"
0x43767496AE21f1C8e7FBD70D2138e757Da8b3480,635817,15,"29,5","1285,8","1315,3"
0x4393BF6a7dd675a9BC38D8cBd07CeEb2F32dD7a1,87,0,"0,0","0,2","0,2"
0x4399fdD9FDDeB907a18eF8ba7b28c7A057C3f973,2,0,"0,0","0,0","0,0"
0x439C5dEAc76813e49a97362bB52CCDf649EA0511,1075,1,"0,0","2,2","2,2"
0x439D1F17bd11b6918eE6a9a66AAb5568aBbd978E,1942,1,"0,0","3,9","3,9"
0x43A8C4aB1AD5619715584b8a3143D358016827E6,68,0,"0,0","0,1","0,1"
0x43BcDC2c26c78a3E449612CA785Cdc8C8863898B,98,0,"0,0","0,2","0,2"
0x43C4F7692853aA61929BbD8ED730d8110Dc7ee2A,258711,15,"29,5","523,2","552,7"
0x43c63ea7775A4F7Ee93FCDd096F4FF92A9Fe4054,280,0,"0,0","0,6","0,6"
0x43CE1C245328f24138F7Cef9E3bA9cFc66EabDa4,2,0,"0,0","0,0","0,0"
0x4402f5D3EdD1546a25C999472f7eA56978848dc7,373,0,"0,0","0,8","0,8"
0x444569AE8A0324b9B32b3aBdDDb98CcB13036Dd4,1330,0,"0,0","2,7","2,7"
0x4445Fb81245760E8875d005c716C3A62106ee4d5,3899,4,"0,0","7,9","7,9"
0x444BE86041bA7c3190a9BfbBBa6406E72ad81331,103906,10,"8,2","210,1","218,3"
0x444E0333fD03C1e34dfc556cE178fDD1a8e84D55,12,0,"0,0","0,0","0,0"
0x4452F002E96F369E5A679fE3F163C3Fda23a714d,1242,0,"0,0","2,5","2,5"
0x44532b0EF91f91B19b426858Ff51fd7722320454,221,1,"0,0","0,4","0,4"
0x445eE7896B6A4877cdF907dE7079914ee628Dd73,1655,0,"0,0","3,3","3,3"
0x44617B13AcFDC237133E4B2985a510A8fac654dC,39,0,"0,0","0,1","0,1"
0x44643299FeA97d9B77626fc32F0bc80F53A53401,38,0,"0,0","0,1","0,1"
0x4466Baf7eADAE7bD6B0Dc1F238BEDC5D11e81996,387,0,"0,0","0,8","0,8"
0x4467a20C82d57109d1cB59A1ea2f3a3aD89D7303,5,0,"0,0","0,0","0,0"
0x447D08f02CB2528B68135Bd8b19710d76F890759,1,0,"0,0","0,0","0,0"
0x447EC5Ddc4930Aa0E9C79705130837977b81248d,8313,1,"0,0","16,8","16,8"
0x448ac67a27E120e74F2539B039eB16a889A04052,1566,0,"0,0","3,2","3,2"
0x448BC8B5f99C45D6433698C8a11D589aE28Af73D,378,0,"0,0","0,8","0,8"
0x44922EAFa08F8ACE07FD68B60713e399360451b3,805,0,"0,0","1,6","1,6"
0x4492d4c651d0DEE821f140fCa6c61D560524c4dE,287,0,"0,0","0,6","0,6"
0x44940Bef54559FD79d21FfABacb3d715cc5E3e11,58897,10,"8,2","119,1","127,3"
0x449bA9D17D9981E4C504b62111bDbAe953Da0183,18262,5,"7,0","36,9","43,9"
0x44B1Ef7a460485d22B1CBeeEAE68C9D8913866f3,705,2,"0,0","1,4","1,4"
0x44B724d8D0d46adf2B323C04C474d0f33b1887aA,1130,0,"0,0","2,3","2,3"
0x44bad255b8a627a09Ec568B152ddE70FBf4A8e8F,693,1,"0,0","1,4","1,4"
0x44ca02D6E80A44dc3b2be8b09f88309F74c42F9B,1509,0,"0,0","3,1","3,1"
0x44Cd6C3550fA47dB39fbF8c7d3708833516500ba,8996,1,"0,0","18,2","18,2"
0x44cEf23c9caD7d80F5b4D161B1F9C8da0844A476,1672,1,"0,0","3,4","3,4"
0x45352e469f0aE976d184213633d6711EB0751d7d,1253,0,"0,0","2,5","2,5"
0x454d31a9d5873c2E539B1a474b5b3C5e8D7C95F9,2726,0,"0,0","5,5","5,5"
0x457e733f8e41A6FEC1336A33495b3c71f7f6AFf7,23222,6,"7,0","47,0","54,0"
0x458DD01d504ab70748b8A48dd9596Bc9A79B2f30,59,0,"0,0","0,1","0,1"
0x459FeA28E89E7b6Dcc005f08EB13089A3edd1C94,562,0,"0,0","1,1","1,1"
0x45B50D062beB11A6feA0EfbDd9E4658d9dd732AE,388,0,"0,0","0,8","0,8"
0x45Bea299dA1307b7980E650007cbA1e97573f0BF,313,1,"0,0","0,6","0,6"
0x45bfCaD312E474aa076B5980fF15dD7bdFFe6781,436,0,"0,0","0,9","0,9"
0x45C7251E1FBC96126a330C942cCcFdd246bDeBE4,95,0,"0,0","0,2","0,2"
0x45e2A23ba787a3DD394f4a3644B924922E8bE6bE,881,1,"0,0","1,8","1,8"
0x45E48C0a6Fe8b759652624451C83387130C58367,3583,0,"0,0","7,2","7,2"
0x45eaf47EE6d677150490282a1838b19483D15cd6,30,0,"0,0","0,1","0,1"
0x45FFA6f6e6Ed216E9D9019238E50C16322027Cc1,466,1,"0,0","0,9","0,9"
0x4615EfA7E583a40908757e51B5C627742f9b3020,608,0,"0,0","1,2","1,2"
0x4618F344F19DBaB977d5919d3e3a3256274d043d,159040,15,"29,5","321,6","351,1"
0x461fc74d23421d15EF523b9CD17e4826F360C60c,446455,2,"0,0","902,9","902,9"
